"event_id","event_name","event_kind","category","start_date","end_date","start_time_local","timezone","city","country","venue_or_area","date_precision","diary_layer","alex_default_status","attendance_default","visibility","likely_rooms","commercial_pressure","privacy_risk","travel_logic","render_note","canon_note","source_type","source_url"
"f1_bahrain_gp_2026","Bahrain Grand Prix 2026","real_public","sport_auto","2026-04-10","2026-04-12","","Asia/Bahrain","Sakhir","Bahrain","Bahrain International Circuit","exact","possible_invite","possible_invite","not_default","public_vip","F1,Gulf,Luxury,Finance","medium","medium","Long-haul Gulf invite; likely not default","Use as Gulf/F1 hospitality weather.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"coachella_2026","Coachella 2026","real_public","music_festival","2026-04-10","2026-04-19","","America/Los_Angeles","Indio","USA","Empire Polo Club","exact","public_weather","social_overlap","not_default","public","Summer House,Legacy,Music,Brands","medium","medium","Long-haul LA/California travel","Use as global young-famous/music/fashion weather.","Friends may go or post; do not assume Alex attends.","public","https://pitchfork.com/news/coachella-2026-dates-announced/"
"watches_wonders_2026","Watches and Wonders Geneva 2026","real_public","luxury_watches","2026-04-14","2026-04-20","","Europe/Zurich","Geneva","Switzerland","Palexpo","exact","commercial_inbox","possible_inbox","not_default","public_industry","Rolex,Cartier,Luxury,Fashion,WME","high","medium","Short Europe flight; very relevant to Alex's image/objects","Use as watch/jewellery/luxury partnership weather.","Possible invite; not canon attendance.","official","https://www.watchesandwonders.com/en/"
"f1_saudi_arabian_gp_2026","Saudi Arabian Grand Prix 2026","real_public","sport_auto","2026-04-17","2026-04-19","","Asia/Riyadh","Jeddah","Saudi Arabia","Jeddah Corniche Circuit","exact","possible_invite","possible_invite","not_default","public_vip","F1,Gulf,Luxury,Finance","medium","medium","Long-haul Gulf invite; pairs with Bahrain if travelling","Use as Gulf/F1 calendar pressure.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"milan_design_week_2026","Milan Design Week 2026","real_public","art_design","2026-04-20","2026-04-26","","Europe/Rome","Milan","Italy","Milan-wide / Fuorisalone","exact","likely_invite","social_overlap","not_default","public_industry","Design,Fashion,Albury,Studio Ashby,Legacy","medium","medium","Short flight; Casa Borgonuovo makes Milan easy","Use as design/interiors/weather after Albury/Studio Ashby public profile.","Good for Sophie Ashby/design-world and fashion/design overlap.","public","https://milandesignweek.org/faq/"
"salone_mobile_2026","Salone del Mobile.Milano 2026","real_public","art_design","2026-04-21","2026-04-26","","Europe/Rome","Milan","Italy","Fiera Milano Rho","exact","public_weather","social_overlap","not_default","public_industry","Design,Fashion,Albury,Studio Ashby","medium","medium","Short flight; Casa Borgonuovo makes Milan easy","Use as design-industry core event within Milan Design Week.","Useful for interiors/product/object-world diary weather.","official","https://www.salonemilano.it/en/exhibitions"
"whca_dinner_2026","White House Correspondents' Dinner 2026","real_public","media_politics","2026-04-25","2026-04-25","","America/New_York","Washington, DC","USA","Washington Hilton","exact","public_weather","public_weather","not_default","public_vip","Media,Politics,US Press,WME","medium","high","Transatlantic; politically noisy and not Alex-coded","Use as US media/social weather and a likely no unless live story says otherwise.","Not default attendance; political rooms should not swallow Alex.","official","https://whca.press/news/annual-dinner/"
"f1_miami_gp_2026","Miami Grand Prix 2026","real_public","sport_auto","2026-05-01","2026-05-03","","America/New_York","Miami","USA","Miami International Autodrome","exact","likely_invite","possible_invite","not_default","public_vip","F1,Miami,Brands,Models,WME,Legacy","high","high","Transatlantic; celebrity-heavy sponsor weekend","Use as one of the biggest US F1/brand pressure points.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"kentucky_derby_2026","Kentucky Derby 2026","real_public","sport_society","2026-05-02","2026-05-02","","America/New_York","Louisville","USA","Churchill Downs","exact","possible_invite","possible_invite","not_default","public_vip","Phoenix Hollow,US Society,Sport,Legacy","medium","medium","Easy if already in Kentucky/Phoenix Hollow orbit; otherwise long-haul","Use as Phoenix Hollow-adjacent society/sport weather.","Possible invite only.","official","https://www.kentuckyderby.com/"
"met_gala_2026","Met Gala 2026","real_public","fashion_gala","2026-05-04","2026-05-04","evening","America/New_York","New York","USA","Metropolitan Museum of Art","exact","likely_invite","possible_invite","not_default","public_global","Fashion,Legacy,Serena,WME","very_high","high","North America long-haul; global image event","Use as extreme fashion/public-image pressure.","Theme: Costume Art. Not default attendance; huge if chosen.","official","https://www.vogue.com/met-gala"
"summer_house_2026_soft_map","Summer House / Villa Serena 2026 soft attendance map","canon_private","private_social","2026-05-05","2026-05-05","","Europe/London","London / Sardinia","UK / Italy","Serena inbox / Villa Serena staff","exact","private_admin","possible_admin","not_locked","private","Summer House,Brain Trust,Villa Serena Staff,Serena Management","low","low","Admin can happen from London; villa is open early June to late September","Use to track who might pass through the summer circuit without making it Alex-centered.","Private planning placeholder; Summer House is wider-world, not Alex's group.","canon",""
"cannes_film_festival_2026","Cannes Film Festival 2026","real_public","film_festival","2026-05-12","2026-05-23","","Europe/Paris","Cannes","France","Palais des Festivals / Croisette","exact","likely_invite","possible_invite","not_default","public_industry","Film,Fashion,Legacy,Serena,WME","high","high","Short Europe flight; South of France social logistics","Use as global film/fashion/social pressure.","Strong red-carpet lane but not automatic attendance.","official","https://www.festival-cannes.com/en/faq-cat/general-information/"
"pga_championship_2026","PGA Championship 2026","real_public","sport_golf","2026-05-14","2026-05-17","","America/New_York","Newtown Square","USA","Aronimink Golf Club","exact","public_weather","possible_invite","not_default","public_vip","US Sport,Brands,Legacy","medium","medium","Long-haul; overlaps FA Cup/EDC/Cannes build","Use as major-golf hospitality weather.","Possible invite only.","public","https://www.pgachampionship.com/"
"edc_las_vegas_2026","EDC Las Vegas 2026","real_public","music_festival","2026-05-15","2026-05-17","","America/Los_Angeles","Las Vegas","USA","Las Vegas Motor Speedway","exact","public_weather","public_weather","not_default","public","Summer House,Music,LA Lot,Party","medium","high","Transatlantic; mostly friend/social-media weather","Use as global festival/party texture.","Not default attendance.","official","https://lasvegas.electricdaisycarnival.com/guide/hours-and-info/"
"fa_cup_final_2026","FA Cup Final 2026","real_public","sport_football","2026-05-16","2026-05-16","","Europe/London","London","UK","Wembley Stadium","exact","public_weather","possible_invite","not_default","public","Boys,London Lot,Sport,Legacy","low","medium","London local","Use as domestic sport/social weekend weather.","Not default attendance.","official","https://www.thefa.com/news/2026/may/15/fa-cup-final-running-order"
"google_io_2026","Google I/O 2026","real_public","tech_launch","2026-05-19","2026-05-20","10:00 PT","America/Los_Angeles","Mountain View","USA","Shoreline Amphitheatre / online","exact","commercial_inbox","possible_inbox","not_default","public","Tech,Serena,WME","high","medium","US west coast long-haul or online/global","Use as Google/Pixel/YouTube/AI commercial context.","Tech platform weather; not default attendance.","public","https://www.androidcentral.com/phones/google-pixel/google-io-2026-what-to-expect"
"chelsea_flower_show_2026","RHS Chelsea Flower Show 2026","real_public","sport_society","2026-05-19","2026-05-23","","Europe/London","London","UK","Royal Hospital Chelsea","exact","possible_invite","possible_invite","not_default","public_vip","London Society,Family,Design,Legacy","low","medium","London local; easy social/royal-adjacent weather","Use as London society/design/family-office texture.","Possible invite only.","official","https://www.rhs.org.uk/shows-events/rhs-chelsea-flower-show"
"europa_league_final_2026","UEFA Europa League Final 2026","real_public","sport_football","2026-05-20","2026-05-20","","Europe/Istanbul","Istanbul","Turkey","Besiktas Park","exact","public_weather","public_weather","not_default","public","Sport,Europe,WME,Brands","medium","medium","Short-ish flight; relevant if English club/friends involved","Use as European football weather and travel/inbox noise.","Not default attendance.","official","https://www.uefa.com/uefaeuropaleague/final/"
"amfar_cannes_2026","amfAR Gala Cannes 2026","real_public","charity_gala","2026-05-21","2026-05-21","evening","Europe/Paris","Antibes / Cannes","France","Hotel du Cap-Eden-Roc","exact","possible_invite","possible_invite","not_default","public_industry","Fashion,Film,Legacy,Charity,Serena,WME","high","high","Pairs naturally with Cannes if in region","Use as Cannes charity/fashion/social-gala pressure.","Good charity room if cause/room feels real; high optics risk.","official","https://www.amfar.org/cannes"
"f1_canadian_gp_2026","Canadian Grand Prix 2026","real_public","sport_auto","2026-05-22","2026-05-24","","America/Toronto","Montreal","Canada","Circuit Gilles Villeneuve","exact","possible_invite","possible_invite","not_default","public_vip","F1,Canada,Auto,Luxury,WME","medium","medium","Transatlantic; late May North America option","Use as F1 hospitality and brand-weather option.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"indy_500_2026","Indianapolis 500 2026","real_public","sport_auto","2026-05-24","2026-05-24","","America/New_York","Indianapolis","USA","Indianapolis Motor Speedway","exact","public_weather","possible_invite","not_default","public_vip","Auto,US Sport,WME,Brands","medium","medium","Long-haul; possible auto brand hospitality","Use if US auto brands are pitching broad Americana rather than pure luxury.","Not default attendance.","official","https://www.indianapolismotorspeedway.com/events/indy500"
"roland_garros_2026","Roland-Garros 2026","real_public","sport_tennis","2026-05-24","2026-06-07","","Europe/Paris","Paris","France","Stade Roland-Garros","exact","likely_invite","possible_invite","not_default","public_vip","Paris,Tennis,Fashion,Legacy,Brands","medium","medium","Short flight/train; Appartement Varenne makes Paris easy","Use as Paris sport/fashion/society weather.","Possible invite only.","official","https://www.rolandgarros.com/"
"champions_league_final_2026","UEFA Champions League Final 2026","real_public","sport_football","2026-05-30","2026-05-30","","Europe/Budapest","Budapest","Hungary","Puskas Arena","exact","likely_invite","possible_invite","not_default","public_vip","Sport,Brands,WME,Boys,Europe","high","high","Short Europe flight; huge brand/sport weekend","Use as major European sport and sponsor hospitality pressure.","Possible invite only.","official","https://www.uefa.com/uefachampionsleague/news/02a5-2092f53360cc-8ee51562d99f-1000--when-is-the-champions-league-final-where-you-are-what-time-i/"
"villa_serena_2026_season_ready","Villa Serena 2026 staffed summer season opens","canon_private","summer_residence","2026-06-01","2026-06-01","","Europe/Rome","Porto Cervo","Italy","Villa Serena","exact","season_marker","season_ready","not_attendance","private","FAM,Brain Trust,Legacy,Summer House overlap","low","low","Villa Serena can operate without Alex personally in residence","Use as seasonal readiness marker, not proof Alex is there.","Villa Serena is fully staffed roughly early June to late September; Alex does not have to be present.","canon",""
"london_festival_architecture_2026","London Festival of Architecture 2026","real_public","art_design","2026-06-01","2026-06-30","","Europe/London","London","UK","London-wide","exact","public_weather","social_overlap","not_default","public","Design,Architecture,Albury,Studio Ashby,London Lot","medium","medium","London local","Use as architecture/design weather, especially Albury/Sophie Ashby aftermath.","Month-long background; do not make it an obligation.","public","https://www.wallpaper.com/architecture/architecture-events/london-festival-of-architecture-2026-guide"
"tribeca_festival_2026","Tribeca Festival 2026","real_public","film_festival","2026-06-03","2026-06-14","","America/New_York","New York","USA","Tribeca / New York City venues","exact","public_weather","possible_invite","not_default","public_industry","Film,New York,WME,Brands","medium","medium","Transatlantic; overlaps European summer build-up","Use as New York media/film/brand weather.","Not default attendance.","official","https://www.tribecafilm.com/press-center/festival/press-releases/tribeca-festival--announces-25th-anniversary-edition-june-3-14-2026"
"nba_finals_2026","NBA Finals 2026","real_public","sport_basketball","2026-06-03","2026-06-19","","America/New_York","TBD","USA / Canada","Finalists' arenas","exact","public_weather","public_weather","not_attendance","public","US Sport,Brands,LA Lot,New York","high","medium","Mostly broadcast/social weather unless a direct invite appears","Use as major US sport/media noise through June.","Do not force attendance; use as public weather and brand chatter.","official","https://www.nba.com/news/2026-nba-finals-schedule"
"stanley_cup_final_2026","Stanley Cup Final 2026 window","real_public","sport_hockey","2026-06-03","2026-06-21","","America/New_York","TBD","USA / Canada","Finalists' arenas","approximate","public_weather","public_weather","not_attendance","public","US Sport,Canada,Brands","medium","low","Mostly broadcast/social weather unless in North America","Use as US/Canada sport texture in June.","Approximate final window; do not invent specific teams unless live state has them.","public","https://www.nhl.com/news/2026-stanley-cup-playoffs-conference-finals-schedule-television-results"
"primavera_sound_2026","Primavera Sound Barcelona 2026","real_public","music_festival","2026-06-04","2026-06-06","","Europe/Madrid","Barcelona","Spain","Parc del Fòrum","exact","public_weather","social_overlap","not_default","public","Summer House,Legacy,Music,Fashion","medium","medium","Short Europe flight","Use as early-summer music/fashion/social weather.","Not Alex default; friends may reference it.","public","https://en.wikipedia.org/wiki/Primavera_Sound_2026"
"epsom_derby_2026","Epsom Derby Festival 2026","real_public","sport_society","2026-06-05","2026-06-06","","Europe/London","Epsom","UK","Epsom Downs Racecourse","exact","possible_invite","possible_invite","not_default","public_vip","London Society,Racing,Legacy,Family","low","medium","Easy from London; society/racing weather before Ascot","Use as early-June UK society-sport texture.","Possible invite only.","public","https://www.thejockeyclub.co.uk/epsom/events-tickets/derby-festival/"
"governors_ball_2026","Governors Ball 2026","real_public","music_festival","2026-06-05","2026-06-07","","America/New_York","New York","USA","Flushing Meadows Corona Park","exact","public_weather","public_weather","not_default","public","Summer House,New York,Music,Brands","medium","medium","Transatlantic; may cluster with Tribeca","Use as New York youth/music/brand weather.","Not default attendance.","official","https://support.govball.com/hc/en-us/articles/12288656263188-What-are-the-location-dates-hours-of-Gov-Ball"
"monaco_gp_2026","Monaco Grand Prix 2026","real_public","sport_auto","2026-06-05","2026-06-07","","Europe/Monaco","Monte Carlo","Monaco","Circuit de Monaco","exact","likely_invite","possible_invite","not_default","public_industry","Auto,Luxury,Formula 1,Legacy,Serena,WME","high","high","Short Europe flight; yacht/hotel/brand logistics","Use as F1/luxury/auto-commercial pressure.","Strong Aston/Rolls/Range Rover/Louis Vuitton/watch lane; not automatic attendance.","official","https://www.formula1.com/en/latest/article/formula-1-louis-vuitton-grand-prix-de-monaco-2026.5eqj7xSRWW6dylGmncfs6T/"
"serpentine_pavilion_2026","Serpentine Pavilion 2026 opens","real_public","art_design","2026-06-06","2026-06-06","","Europe/London","London","UK","Serpentine South, Kensington Gardens","exact","public_weather","social_overlap","not_default","public","Art,Design,London Lot,Fashion","medium","medium","London local","Use as Kensington art/design social weather.","Opening marker only; pavilion remains on show through October.","public","https://www.wallpaper.com/architecture/serpentine-pavilion-2026-architects-announced"
"tony_awards_2026","79th Tony Awards","real_public","media_awards","2026-06-07","2026-06-07","","America/New_York","New York","USA","Radio City Music Hall","exact","possible_invite","possible_invite","not_default","public_vip","Theatre,New York,WME,Legacy","medium","medium","Transatlantic; theatre/society crossover","Use as Broadway/theatre award weather, especially if Drama/Westminster threads surface.","Possible invite only.","public","https://www.tonyawards.com/"
"wwdc_2026","Apple WWDC 2026","real_public","tech_launch","2026-06-08","2026-06-12","","America/Los_Angeles","Cupertino / online","USA","Apple Park / online","exact","commercial_inbox","possible_inbox","not_default","public","Tech,Serena,WME","very_high","medium","US west coast or online/global","Use as Apple brand pressure, distinct from Apple Music.","Major Apple software/AI platform weather; huge if Apple brand route active.","official","https://www.apple.com/uk/newsroom/2026/03/apples-worldwide-developers-conference-returns-the-week-of-june-8/"
"download_festival_2026","Download Festival 2026","real_public","music_festival","2026-06-10","2026-06-14","","Europe/London","Donington Park","UK","Donington Park","exact","public_weather","public_weather","not_default","public","Music,UK Friends,Festival Circuit","low","medium","UK local-ish; not Alex default","Use as rock/festival weather and friend chatter.","Not default attendance.","official","https://downloadfestival.co.uk/"
"le_mans_24h_2026","24 Hours of Le Mans 2026","real_public","sport_auto","2026-06-10","2026-06-14","","Europe/Paris","Le Mans","France","Circuit de la Sarthe","exact","likely_invite","possible_invite","not_default","public_vip","Auto,Endurance,Aston Martin,Ferrari,Luxury","high","medium","Short Europe flight; clashes with F1 Barcelona and UK festivals","Use as serious auto/luxury endurance-racing pressure.","Possible invite only.","official","https://www.fiawec.com/en/race/24-hours-of-le-mans-2026"
"fifa_world_cup_2026_open","FIFA World Cup 2026 opens","real_public","sport_football","2026-06-11","2026-06-11","","America/Mexico_City","Mexico City","Mexico","Estadio Azteca","exact","public_weather","public_weather","not_default","public","Global Sport,Brands,WME,Friends","high","medium","Global media weather; can affect every diary and brand inbox","Use as enormous public sport/media weather from June onward.","Do not make Alex attend by default; this changes the noise level.","official","https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums"
"bonnaroo_2026","Bonnaroo 2026","real_public","music_festival","2026-06-11","2026-06-14","","America/Chicago","Manchester","USA","The Farm","exact","public_weather","public_weather","not_default","public","Music,US Friends,Festival Circuit","low","medium","Long-haul; friend/social-media weather","Use as US festival-calendar texture.","Not default attendance.","official","https://support.bonnaroo.com/hc/en-us/articles/4402684570132-When-and-where-will-the-festival-take-place"
"f1_barcelona_catalunya_gp_2026","Barcelona-Catalunya Grand Prix 2026","real_public","sport_auto","2026-06-12","2026-06-14","","Europe/Madrid","Barcelona","Spain","Circuit de Barcelona-Catalunya","exact","possible_invite","possible_invite","not_default","public_vip","F1,Spain,Auto,Luxury,WME","medium","medium","Short Europe flight; clashes with Le Mans","Use as F1 hospitality competing with Le Mans and June society events.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"trooping_colour_2026","Trooping the Colour 2026","real_public","royal_state","2026-06-13","2026-06-13","10:00","Europe/London","London","UK","Horse Guards Parade","exact","public_weather","possible_protocol","not_default","public_state","Almanach,FAM,Royal,Press","medium","high","London local; protocol/public visibility","Use as royal/state public weather; do not force Alex attendance.","If used, title/protocol register matters; public facts are not a reveal.","official","https://kbp.army.mod.uk/kingsbirthdayparade/"
"pitti_uomo_110_2026","Pitti Uomo 110","real_public","fashion_week","2026-06-16","2026-06-19","","Europe/Rome","Florence","Italy","Fortezza da Basso","exact","public_weather","possible_invite","not_default","public_industry","Fashion,Menswear,Legacy","medium","medium","Short Europe flight; overlaps Royal Ascot","Use as menswear trade/fashion weather before Milan/Paris.","Overlaps UK society week; not default attendance.","official","https://media.pittimmagine.com/image/upload/v1777968866/EPITTI/UOMO/2026_110/PRESS/ENG/1%20NEWS/ENG_PU110_Press_release_highlights.pdf"
"royal_ascot_2026","Royal Ascot 2026","real_public","sport_society","2026-06-16","2026-06-20","","Europe/London","Ascot","UK","Ascot Racecourse","exact","likely_invite","possible_invite","not_default","public","Almanach,Polo,London Lot,Legacy","medium","medium","London/Ascot easy","Use as society/weather; do not assume attendance.","Likely social/protocol invitations exist; Alex chooses if played.","official","https://www.ascot.com/royal-ascot"
"ra_summer_exhibition_2026","Royal Academy Summer Exhibition 2026","real_public","art_design","2026-06-16","2026-08-23","","Europe/London","London","UK","Royal Academy of Arts, Burlington House","exact","public_weather","social_overlap","not_default","public","Art,London Lot,Design,Fashion","medium","medium","London local","Use as London art-world background and possible private-view weather.","Long exhibition; do not make daily attendance.","official","https://cdn.royalacademy.org.uk/files/00tacppuc0b7a8ca/SE26%20Schedule.pdf"
"sonar_barcelona_2026","Sonar Barcelona 2026","real_public","music_tech_festival","2026-06-18","2026-06-20","","Europe/Madrid","Barcelona","Spain","Fira Gran Via / Llotja de Mar","exact","public_weather","public_weather","not_default","public_industry","Electronic Music,Tech,Artists,Europe","medium","medium","Short Europe flight; overlaps Ascot, Art Basel Basel and birthday build","Use as electronic/creative-tech festival weather.","Not default attendance.","public","https://www.barcelonaturisme.cat/wv3/en/agenda/15723/sonar-2026.html"
"art_basel_basel_2026","Art Basel Basel 2026","real_public","art_design","2026-06-18","2026-06-21","","Europe/Zurich","Basel","Switzerland","Messe Basel","exact","possible_invite","possible_invite","not_default","public_industry","Art,Collectors,Fashion,Legacy","medium","medium","Short Europe flight; overlaps Ascot/Pitti","Use as collector/art-world pressure and travel conflict.","Potential collecting/fashion/art room; not default attendance.","public","https://www.basel.com/de/veranstaltungen/art-basel"
"isle_of_wight_festival_2026","Isle of Wight Festival 2026","real_public","music_festival","2026-06-18","2026-06-21","","Europe/London","Newport","UK","Seaclose Park","exact","public_weather","public_weather","not_default","public","Music,UK Friends,Festival Circuit","low","medium","UK travel; overlaps Royal Ascot, Solstice and Art Basel","Use as UK festival weather and friend conflict.","Not default attendance.","official","https://isleofwightfestival.com/EB2026"
"us_open_golf_2026","U.S. Open Golf 2026","real_public","sport_golf","2026-06-18","2026-06-21","","America/New_York","Southampton","USA","Shinnecock Hills Golf Club","exact","public_weather","possible_invite","not_default","public_vip","US Society,Sport,Brands,Legacy","medium","medium","Transatlantic; Hampton-adjacent society sport","Use as US society/sport hospitality weather.","Possible invite only.","public","https://www.southamptontownny.gov/2358/2026-US-Open-Championship"
"milan_mens_june_2026","Milan Fashion Week Men's June 2026","real_public","fashion_week","2026-06-19","2026-06-23","","Europe/Rome","Milan","Italy","Milano Moda Uomo venues","exact","likely_invite","possible_invite","not_default","public_industry","Fashion,Menswear,Donatella,Serena,WME","high","medium","Short Europe flight; Casa Borgonuovo makes Milan easy","Use as menswear/luxury pressure and Italian summer fashion weather.","Overlaps Ascot/Solstice/Birthday; do not assume attendance.","official","https://media.cameramoda.it/calendar"
"phoenix_hollow_solstice_2026","Phoenix Hollow Solstice Party 2026","canon_private","family_social","2026-06-21","2026-06-21","evening","America/New_York","Kentucky","USA","Phoenix Hollow","exact","annual_anchor","possible_family_anchor","not_locked","private","FAM,Phoenix Hollow","low","low","Transatlantic if Alex chooses annual family orbit","Use as annual family/godfamily anchor if Ryan moves to June 2026.","Annual Phoenix Hollow room; private unless Ryan changes live state.","canon",""
"alex_23_birthday","Alex turns 23","canon_private","birthday_family","2026-06-22","2026-06-22","","America/New_York","Kentucky / wherever Alex is live","USA / variable","Phoenix Hollow or live location","exact","annual_anchor","birthday","not_locked","private","FAM,Brain Trust,Boys","low","medium","Depends on live choices by June 2026","Use as birthday anchor, not pre-selecting location or party.","Location depends on live story; Phoenix Hollow is plausible but not forced.","canon",""
"cannes_lions_2026","Cannes Lions 2026","real_public","media_brand_forum","2026-06-22","2026-06-26","","Europe/Paris","Cannes","France","Palais des Festivals","exact","commercial_inbox","possible_inbox","not_default","public_industry","Advertising,Brands,WME,Tech,Luxury","high","medium","Short flight to Nice; overlaps Alex birthday/PFW menswear/F1 Austria build","Use as brand/agency/commercial weather, not film festival weather.","Commercial context only unless Ryan chooses attendance.","public","https://www.cannes.com/fr/agenda/annee-2026/juin/cannes-lions-2026.html"
"pfw_mens_june_2026","Paris Fashion Week Menswear June 2026","real_public","fashion_week","2026-06-23","2026-06-28","","Europe/Paris","Paris","France","PFW menswear venues","exact","likely_invite","possible_invite","not_default","public_industry","Fashion,Menswear,Legacy,Serena,WME","high","medium","Short flight/train; Appartement Varenne makes Paris easy","Use as menswear/luxury pressure after Milan.","Overlaps birthday aftermath; not automatic attendance.","official","https://www.fhcm.paris/en/upcoming-seasons-and-previous-editions"
"glastonbury_2026_fallow","Glastonbury 2026 fallow year / no festival","real_public","music_festival_absence","2026-06-24","2026-06-28","","Europe/London","Somerset","UK","Worthy Farm","approximate","public_weather","no_event","not_attendance","public","Summer House,London Lot,Legacy","low","low","No festival travel","Use as absence/weather: friends do not have Glastonbury plans in 2026.","Glastonbury is taking a fallow year in 2026, so do not schedule attendance.","public","https://www.independent.co.uk/arts-entertainment/music/glastonbury/glastonbury-tickets-2026-fallow-year-b2778978.html"
"f1_austrian_gp_2026","Austrian Grand Prix 2026","real_public","sport_auto","2026-06-26","2026-06-28","","Europe/Vienna","Spielberg","Austria","Red Bull Ring","exact","possible_invite","possible_invite","not_default","public_vip","F1,Auto,Europe,Brands","medium","medium","Short Europe flight; late June sports/fashion conflict","Use as F1 hospitality and travel conflict near Wimbledon start.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"wimbledon_2026","The Championships Wimbledon 2026","real_public","sport_society","2026-06-29","2026-07-12","","Europe/London","London","UK","All England Club","exact","public_weather","possible_invite","not_default","public","London Lot,Almanach,Polo,Legacy","medium","medium","London local","Use as late-June/July London society-sport weather.","Starts within June; do not assume attendance.","public","https://www.wimbledon.com/pdf/AELTC_SUBMITTING_PHOTOGRAPHS_2026.pdf"
